One_digit_id,Epitope_Convergence_Group_Interface_G_100_epi_SG100AB,Epitope_Convergence_Group_Interface_G_100_epi_SG95AB,Epitope_Convergence_Group_Interface_G_100_epi_SG80AB,Epitope_Convergence_Group_Interface_G_95_epi_SG100AB,Epitope_Convergence_Group_Interface_G_95_epi_SG95AB,Epitope_Convergence_Group_Interface_G_95_epi_SG80AB
7qji_1,-1,-1,-1,-1,-1,-1
7qji_2,-1,-1,-1,-1,-1,-1
7qji_3,-1,-1,-1,-1,-1,-1
7qjj_0,-1,-1,-1,-1,-1,-1
7qjj_1,-1,-1,-1,-1,-1,-1
7qjj_2,-1,-1,-1,-1,-1,-1
7qjj_3,-1,-1,-1,-1,-1,-1
5w6d_0,-1,-1,-1,-1,-1,-1
7ly2_0,-1,-1,-1,-1,-1,-1
7ly2_1,-1,-1,-1,-1,-1,-1
7ly2_2,-1,-1,-1,-1,-1,-1
7ly2_3,-1,-1,-1,-1,-1,-1
7ly2_4,-1,-1,-1,-1,-1,-1
7ly2_5,-1,-1,-1,-1,-1,-1
5ukr_0,-1,-1,-1,-1,-1,-1
3p0g_0,-1,-1,-1,-1,-1,-1
1z3g_1,-1,-1,-1,-1,-1,-1
7ckx_0,-1,-1,-1,-1,-1,-1
7ckz_0,-1,-1,-1,-1,-1,-1
7ckw_0,-1,-1,-1,-1,-1,-1
7cky_0,-1,-1,-1,-1,-1,-1
7crh_0,-1,-1,-1,-1,-1,-1
6uyd_1,-1,-1,-1,-1,-1,-1
5w1m_1,-1,-1,-1,-1,-1,-1
4lbe_0,-1,-1,-1,-1,-1,-1
6w0d_0,-1,-1,-1,-1,-1,-1
6w0c_0,-1,-1,-1,-1,-1,-1
6w0e_0,-1,-1,-1,-1,-1,-1
6w0a_0,-1,-1,-1,-1,-1,-1
6w0b_0,-1,-1,-1,-1,-1,-1
5j9p_0,-1,-1,-1,-1,-1,-1
5sx5_0,-1,-1,-1,-1,-1,-1
6was_1,-1,-1,-1,-1,-1,-1
2r0k_0,-1,-1,-1,-1,-1,-1
2wuc_0,127,54,-1,138,59,-1
2wub_1,127,54,-1,138,59,-1
2r0l_0,127,54,-1,138,59,-1
3k2u_0,127,54,-1,138,59,-1
6j6y_0,-1,-1,-1,-1,-1,-1
6oy4_0,-1,-1,-1,-1,-1,-1
7mlh_1,-1,-1,-1,-1,-1,-1
8vk1_1,-1,-1,-1,-1,-1,-1
6qb6_0,128,55,12,139,60,13
5mev_0,128,55,12,139,60,13
6qb3_0,128,55,12,139,60,13
6qb4_0,128,55,12,139,60,13
5mes_0,128,55,12,139,60,13
6qfc_0,-1,-1,-1,-1,-1,-1
8av9_0,-1,-1,-1,-1,-1,-1
7rkx_0,-1,-1,-1,-1,-1,-1
6hf1_0,-1,-1,-1,-1,-1,-1
2q8b_0,-1,-1,-1,-1,-1,-1
2zch_0,129,-1,-1,140,-1,-1
2zcl_0,129,-1,-1,140,-1,-1
2zck_0,129,-1,-1,140,-1,-1
3qum_0,-1,-1,-1,-1,-1,-1
3qum_1,-1,-1,-1,-1,-1,-1
3qum_2,-1,-1,-1,-1,-1,-1
3qum_3,-1,-1,-1,-1,-1,-1
7niu_0,-1,-1,-1,-1,-1,-1
7niu_1,-1,-1,-1,-1,-1,-1
7niv_0,-1,-1,-1,-1,-1,-1
7niv_1,-1,-1,-1,-1,-1,-1
3s35_0,-1,-1,-1,-1,-1,-1
3s36_0,-1,-1,-1,-1,-1,-1
3s37_0,-1,-1,-1,-1,-1,-1
6wdt_0,-1,-1,-1,-1,-1,-1
7kbb_0,-1,-1,-1,-1,-1,-1
7m30_0,-1,-1,-1,-1,-1,-1
7m30_2,-1,-1,-1,-1,-1,-1
8tea_0,-1,-1,-1,-1,-1,-1
8tea_1,-1,-1,-1,-1,-1,-1
4weu_0,-1,-1,-1,-1,-1,-1
5j13_0,-1,-1,-1,-1,-1,-1
1v7m_1,-1,-1,-1,-1,-1,-1
5nmv_0,-1,-1,-1,-1,-1,-1
4f37_0,-1,-1,-1,-1,-1,-1
3b2v_0,-1,-1,-1,-1,-1,-1
3p0y_0,-1,-1,-1,-1,-1,-1
5xwd_0,-1,-1,-1,-1,-1,-1
7om4_0,-1,-1,-1,-1,-1,-1
8ukv_0,-1,-1,-1,-1,-1,-1
7exd_0,-1,-1,-1,-1,-1,-1
8j19_0,-1,-1,-1,-1,-1,-1
8heb_0,-1,-1,-1,-1,-1,-1
8hec_0,-1,-1,-1,-1,-1,-1
8san_0,-1,-1,-1,-1,-1,-1
7lx2_0,-1,-1,-1,-1,-1,-1
7lx3_0,-1,-1,-1,-1,-1,-1
8hs2_0,-1,-1,-1,-1,-1,-1
7w3z_0,-1,-1,-1,-1,-1,-1
8d1t_0,-1,-1,-1,-1,-1,-1
7x28_0,-1,-1,-1,-1,-1,-1
7x2a_0,-1,-1,-1,-1,-1,-1
7stg_5,-1,-1,-1,-1,-1,-1
8dua_1,-1,-1,-1,-1,-1,-1
7yqx_1,-1,-1,-1,-1,-1,-1
7yqy_1,-1,-1,-1,-1,-1,-1
7yr0_0,-1,-1,-1,-1,-1,-1
6w41_0,-1,-1,-1,-1,-1,-1
6xdg_0,-1,-1,-1,-1,-1,-1
6xdg_1,-1,-1,-1,-1,-1,-1
6xkp_0,-1,-1,-1,-1,-1,-1
6z2m_1,-1,-1,-1,-1,-1,-1
6z2m_2,-1,-1,-1,-1,-1,-1
6zdg_0,-1,-1,-1,141,-1,-1
6zfo_0,-1,-1,-1,141,-1,-1
7b0b_0,-1,-1,-1,-1,-1,-1
7b14_0,-1,-1,-1,-1,-1,-1
7b27_1,-1,-1,-1,-1,-1,-1
7b3o_0,130,56,-1,142,61,-1
7bem_0,130,56,-1,142,61,-1
7ben_0,-1,-1,-1,-1,-1,-1
7ben_1,-1,-1,-1,-1,-1,-1
7ben_2,-1,-1,-1,-1,-1,-1
7beo_0,131,-1,-1,143,-1,-1
7ben_3,131,-1,-1,143,-1,-1
7beo_1,-1,-1,-1,-1,-1,-1
7beo_2,-1,-1,-1,-1,-1,-1
7beo_3,-1,-1,-1,-1,-1,-1
7bep_0,-1,-1,-1,-1,-1,-1
7bep_1,-1,-1,-1,-1,-1,-1
7bep_2,132,-1,-1,144,-1,-1
7bep_3,132,-1,-1,144,-1,-1
7bnv_0,-1,-1,-1,-1,-1,-1
7bwj_0,-1,-1,-1,-1,-1,-1
7c01_0,-1,-1,-1,-1,-1,-1
7c8v_0,-1,-1,-1,-1,-1,-1
7c8w_0,133,-1,-1,145,-1,-1
7can_0,133,-1,-1,145,-1,-1
7cdi_0,-1,-1,-1,-1,-1,-1
7cdj_0,-1,-1,-1,-1,-1,-1
7ch4_0,134,57,-1,146,62,-1
7ch5_0,134,57,-1,146,62,-1
7chc_0,134,57,-1,146,62,-1
7chb_0,134,57,-1,146,62,-1
7chc_1,-1,-1,-1,-1,-1,-1
7che_0,-1,-1,-1,-1,-1,-1
7che_1,-1,-1,-1,-1,-1,-1
7chf_0,-1,-1,-1,-1,-1,-1
7chs_0,135,58,-1,147,63,-1
7chp_0,135,58,-1,147,63,-1
7chf_1,135,58,-1,147,63,-1
7cho_1,135,58,-1,147,63,-1
7cjf_0,135,58,-1,147,63,-1
7cm4_0,-1,-1,-1,-1,-1,-1
7cwo_0,-1,-1,-1,-1,-1,-1
7cyh_0,-1,-1,-1,-1,-1,-1
7cyv_0,-1,-1,-1,-1,-1,-1
7det_1,-1,-1,-1,-1,-1,-1
7deu_0,-1,-1,-1,-1,-1,-1
7dk0_0,-1,-1,-1,-1,-1,-1
7dk2_2,-1,-1,-1,-1,-1,-1
7dx4_0,-1,-1,-1,-1,-1,-1
7e23_0,-1,-1,-1,-1,-1,-1
7e39_0,-1,-1,-1,-1,-1,-1
7e3b_0,-1,-1,-1,-1,-1,-1
7e3c_0,-1,-1,-1,-1,-1,-1
7e3o_0,-1,-1,-1,-1,-1,-1
7e5o_0,-1,-1,-1,-1,-1,-1
7e5y_0,-1,-1,-1,-1,-1,-1
7e7y_0,-1,-1,-1,-1,-1,-1
7e88_1,-1,-1,-1,-1,-1,-1
7e8f_0,-1,-1,-1,-1,-1,-1
7e8f_1,-1,-1,-1,-1,-1,-1
7e9p_0,-1,-1,-1,-1,-1,-1
7eam_0,-1,-1,-1,-1,-1,-1
7ean_0,-1,-1,-1,-1,-1,-1
7ejy_0,-1,-1,-1,-1,-1,-1
7eng_0,-1,-1,-1,-1,-1,-1
7f15_0,136,59,-1,148,64,-1
7f0x_0,136,59,-1,148,64,-1
7f3q_0,-1,-1,-1,-1,-1,-1
7f3q_1,-1,-1,-1,-1,-1,-1
7f7h_1,-1,-1,-1,-1,-1,-1
7fat_0,-1,-1,-1,-1,-1,-1
7fau_1,-1,-1,-1,-1,-1,-1
7fcp_0,-1,-1,-1,-1,-1,-1
7fcp_1,-1,-1,-1,-1,-1,-1
7fh0_0,-1,-1,-1,-1,-1,-1
7fh0_1,-1,-1,-1,-1,-1,-1
7jmo_0,-1,-1,-1,-1,-1,-1
7jmp_0,-1,-1,-1,-1,-1,-1
7jva_0,-1,-1,-1,-1,-1,-1
7jvb_0,-1,-1,-1,-1,-1,-1
7k45_0,-1,-1,-1,-1,-1,-1
7k8m_0,-1,-1,-1,-1,-1,-1
7k9i_0,-1,-1,-1,-1,-1,-1
7k9z_0,-1,-1,-1,-1,-1,-1
7k9z_1,-1,-1,-1,-1,-1,-1
7kgk_0,-1,-1,-1,-1,-1,-1
7klw_0,-1,-1,-1,-1,-1,-1
7klw_1,-1,-1,-1,-1,-1,-1
7km5_0,-1,-1,-1,-1,-1,-1
7kmg_0,-1,-1,-1,-1,-1,-1
7kn3_1,-1,-1,-1,-1,-1,-1
7kn6_0,-1,-1,-1,-1,-1,-1
7kn7_0,137,-1,-1,149,-1,-1
7kn6_1,137,-1,-1,149,-1,-1
7kn7_1,-1,-1,-1,-1,-1,-1
7kzb_0,-1,-1,-1,-1,-1,-1
7kzb_1,-1,-1,-1,-1,-1,-1
7l5b_0,-1,-1,-1,-1,-1,-1
7l7e_3,138,-1,-1,150,-1,-1
7l7e_4,138,-1,-1,150,-1,-1
7l7e_5,138,-1,-1,150,-1,-1
7l7e_7,138,-1,-1,150,-1,-1
7ldj_1,-1,-1,-1,-1,-1,-1
7lop_0,-1,-1,-1,-1,-1,-1
7lop_1,-1,-1,-1,-1,-1,-1
7lop_2,-1,-1,-1,-1,-1,-1
7lop_3,-1,-1,-1,-1,-1,-1
7lq7_0,-1,-1,-1,-1,-1,-1
7lq7_1,-1,-1,-1,-1,-1,-1
7lq7_2,-1,-1,-1,-1,-1,-1
7lq7_3,-1,-1,-1,-1,-1,-1
7lq7_4,-1,-1,-1,-1,-1,-1
7lq7_5,-1,-1,-1,-1,-1,-1
7lrs_0,-1,-1,-1,-1,-1,-1
7m42_0,-1,-1,-1,-1,-1,-1
7m42_1,-1,-1,-1,-1,-1,-1
7mdw_0,-1,-1,-1,-1,-1,-1
7mdw_1,-1,-1,-1,-1,-1,-1
7me7_0,-1,-1,-1,-1,-1,-1
7me7_1,-1,-1,-1,-1,-1,-1
7mej_0,-1,-1,-1,-1,-1,-1
7mej_1,-1,-1,-1,-1,-1,-1
7mf1_0,-1,-1,-1,-1,-1,-1
7mkm_0,-1,-1,-1,-1,-1,-1
7mlz_0,-1,-1,-1,-1,-1,-1
7mmo_0,-1,-1,-1,-1,-1,-1
7mzm_0,-1,-1,-1,-1,-1,-1
7n3i_0,-1,-1,-1,-1,-1,-1
7nkt_0,-1,-1,-1,-1,-1,-1
7np1_3,-1,-1,-1,-1,-1,-1
7nx6_0,-1,-1,-1,-1,-1,-1
7nx6_1,-1,-1,-1,-1,-1,-1
7oao_0,-1,-1,-1,-1,-1,-1
7olz_0,-1,-1,-1,-1,-1,-1
7olz_1,-1,-1,-1,-1,-1,-1
7phg_0,-1,-1,-1,-1,-1,-1
7pqz_0,-1,-1,-1,-1,-1,-1
7pqy_1,-1,-1,-1,-1,-1,-1
7pqz_1,-1,-1,-1,-1,-1,-1
7pr0_1,-1,-1,-1,-1,-1,-1
7qnx_0,-1,-1,-1,-1,-1,-1
7qnx_1,-1,-1,-1,-1,-1,-1
7qny_0,-1,-1,-1,-1,-1,-1
7qny_1,-1,-1,-1,-1,-1,-1
7r6w_0,-1,-1,-1,-1,-1,-1
7r6w_1,-1,-1,-1,-1,-1,-1
7r7n_0,-1,-1,-1,-1,-1,-1
7rr0_0,-1,-1,-1,-1,-1,-1
7ru8_0,-1,-1,-1,-1,-1,-1
7rxd_1,-1,-1,-1,-1,-1,-1
7s4s_0,-1,-1,-1,-1,-1,-1
7s83_0,-1,-1,-1,-1,-1,-1
7s83_1,-1,-1,-1,-1,-1,-1
7sbu_0,-1,-1,-1,-1,-1,-1
7sd5_0,-1,-1,-1,-1,-1,-1
7si2_1,-1,-1,-1,-1,-1,-1
7swn_0,-1,-1,-1,-1,-1,-1
7t72_0,-1,-1,-1,-1,-1,-1
7t7b_0,-1,-1,-1,-1,-1,-1
7tas_0,-1,-1,-1,-1,-1,-1
7tbf_0,-1,-1,-1,-1,-1,-1
7tbf_1,-1,-1,-1,-1,-1,-1
7te1_1,-1,-1,-1,-1,-1,-1
7the_0,-1,-1,-1,-1,-1,-1
7tp3_0,-1,-1,-1,-1,-1,-1
7tp4_0,-1,-1,-1,-1,-1,-1
7u2d_0,-1,-1,-1,-1,-1,-1
7u2e_0,-1,-1,-1,-1,-1,-1
7ul0_0,-1,-1,-1,-1,-1,-1
7v27_0,-1,-1,-1,-1,-1,-1
7vmu_0,-1,-1,-1,-1,-1,-1
7vyr_1,-1,-1,-1,-1,-1,-1
7w1s_0,-1,-1,-1,-1,-1,-1
7wbz_0,-1,-1,-1,-1,-1,-1
7wd1_1,-1,-1,-1,-1,-1,-1
7whz_0,-1,-1,-1,-1,-1,-1
7whz_1,-1,-1,-1,-1,-1,-1
7whz_2,-1,-1,-1,-1,-1,-1
7wo7_0,-1,-1,-1,-1,-1,-1
7woc_0,-1,-1,-1,-1,-1,-1
7won_0,-1,-1,-1,-1,-1,-1
7wp6_0,-1,-1,-1,-1,-1,-1
7wp6_1,-1,-1,-1,-1,-1,-1
7wp6_2,-1,-1,-1,-1,-1,-1
7wph_1,-1,-1,-1,-1,-1,-1
7wue_0,-1,-1,-1,-1,-1,-1
7wvl_0,-1,-1,-1,-1,-1,-1
7x2k_0,-1,-1,-1,-1,-1,-1
7x2k_1,-1,-1,-1,-1,-1,-1
7x7e_0,-1,-1,-1,-1,-1,-1
7x7o_1,-1,-1,-1,-1,-1,-1
7x7t_0,-1,-1,-1,-1,-1,-1
7x7t_1,-1,-1,-1,-1,-1,-1
7x7t_2,-1,-1,-1,-1,-1,-1
7x8z_0,-1,-1,-1,-1,-1,-1
7x90_0,-1,-1,-1,-1,-1,-1
7x92_0,-1,-1,-1,-1,-1,-1
7xei_1,-1,-1,-1,-1,-1,-1
7xrp_0,-1,-1,-1,-1,-1,-1
7xs8_0,139,60,-1,151,65,-1
7xsc_1,139,60,-1,151,65,-1
7xxl_0,-1,-1,-1,-1,-1,-1
7y0o_0,-1,-1,-1,-1,-1,-1
7y0o_1,-1,-1,-1,-1,-1,-1
7y3o_0,-1,-1,-1,-1,-1,-1
7y6k_0,-1,-1,-1,-1,-1,-1
7y6k_1,-1,-1,-1,-1,-1,-1
7y6l_0,-1,-1,-1,-1,-1,-1
7y7k_0,-1,-1,-1,-1,-1,-1
7ycl_0,-1,-1,-1,-1,-1,-1
7ycn_2,-1,-1,-1,-1,-1,-1
7ydi_0,-1,-1,-1,-1,-1,-1
7yh6_0,-1,-1,-1,-1,-1,-1
7z0x_0,-1,-1,-1,-1,-1,-1
7z1d_0,-1,-1,-1,152,-1,-1
7z1e_0,-1,-1,-1,152,-1,-1
8a96_0,-1,-1,-1,-1,-1,-1
8be1_0,-1,-1,-1,-1,-1,-1
8bg2_0,140,61,-1,153,66,-1
8bg3_0,140,61,-1,153,66,-1
8bg4_1,140,61,-1,153,66,-1
8bg5_0,140,61,-1,153,66,-1
8bec_0,140,61,-1,153,66,-1
8bg6_0,140,61,-1,153,66,-1
8bg8_0,-1,-1,-1,-1,-1,-1
8bse_0,-1,-1,-1,-1,-1,-1
8c8p_0,-1,-1,-1,-1,-1,-1
8cyj_0,-1,-1,-1,-1,-1,-1
8cyj_1,-1,-1,-1,-1,-1,-1
8cyj_2,-1,-1,-1,-1,-1,-1
8cyj_3,-1,-1,-1,-1,-1,-1
8d8q_0,-1,-1,-1,-1,-1,-1
8d8q_1,-1,-1,-1,-1,-1,-1
8d8r_0,-1,-1,-1,-1,-1,-1
8dad_0,-1,-1,-1,-1,-1,-1
8dm0_0,-1,-1,-1,-1,-1,-1
8dw2_0,-1,-1,-1,-1,-1,-1
8dw2_1,-1,-1,-1,-1,-1,-1
8dw3_0,-1,-1,-1,-1,-1,-1
8dw3_1,-1,-1,-1,-1,-1,-1
8dwa_0,-1,-1,-1,-1,-1,-1
8el2_0,-1,-1,-1,-1,-1,-1
8elo_0,-1,-1,-1,-1,-1,-1
8elo_1,-1,-1,-1,-1,-1,-1
8elp_0,-1,-1,-1,-1,-1,-1
8elp_1,-1,-1,-1,-1,-1,-1
8elq_0,-1,-1,-1,-1,-1,-1
8elq_1,-1,-1,-1,-1,-1,-1
8eqf_0,-1,-1,-1,-1,-1,-1
8f0h_0,-1,-1,-1,-1,-1,-1
8f0h_1,-1,-1,-1,-1,-1,-1
8f0i_0,-1,-1,-1,-1,-1,-1
8gb5_1,-1,-1,-1,-1,-1,-1
8gb6_0,-1,-1,-1,-1,-1,-1
8gb7_0,-1,-1,-1,-1,-1,-1
8gx9_1,141,-1,-1,154,-1,-1
8gx9_0,141,-1,-1,154,-1,-1
8gx9_2,-1,-1,-1,-1,-1,-1
8gx9_3,-1,-1,-1,-1,-1,-1
8h5t_0,-1,-1,-1,-1,-1,-1
8h91_0,-1,-1,-1,-1,-1,-1
8hes_0,-1,-1,-1,-1,-1,-1
8hgm_0,-1,-1,-1,-1,-1,-1
8hn6_0,-1,-1,-1,-1,-1,-1
8hn7_0,-1,-1,-1,-1,-1,-1
8hq7_0,-1,-1,-1,-1,-1,-1
8hq7_1,-1,-1,-1,-1,-1,-1
8hr2_0,-1,-1,-1,-1,-1,-1
8hr2_1,-1,-1,-1,-1,-1,-1
8iv4_0,-1,-1,-1,-1,-1,-1
8iv4_1,-1,-1,-1,-1,-1,-1
8iv5_0,-1,-1,-1,-1,-1,-1
8iv5_1,-1,-1,-1,-1,-1,-1
8iva_0,-1,-1,-1,-1,-1,-1
8iva_1,-1,-1,-1,-1,-1,-1
8p5m_0,-1,-1,-1,-1,-1,-1
8rby_0,-1,-1,-1,-1,-1,-1
8rj7_0,-1,-1,-1,-1,-1,-1
8rrn_0,-1,-1,-1,-1,-1,-1
8sdf_0,-1,-1,-1,-1,-1,-1
8sdg_0,-1,-1,-1,-1,-1,-1
8sk5_0,-1,-1,-1,-1,-1,-1
8tma_0,-1,-1,-1,-1,-1,-1
8wpy_0,-1,-1,-1,-1,-1,-1
8wpy_1,-1,-1,-1,-1,-1,-1
8wpy_2,-1,-1,-1,-1,-1,-1
8xk2_0,-1,-1,-1,-1,-1,-1
8xse_0,-1,-1,-1,-1,-1,-1
8xse_1,-1,-1,-1,-1,-1,-1
8xsf_0,142,62,-1,155,67,-1
8xsi_0,142,62,-1,155,67,-1
8xxw_0,-1,-1,-1,-1,-1,-1
8yk4_0,-1,-1,-1,-1,-1,-1
8ykh_0,-1,-1,-1,-1,-1,-1
8z2e_0,-1,-1,-1,-1,-1,-1
8z2e_1,-1,-1,-1,-1,-1,-1
8zer_2,-1,-1,-1,-1,-1,-1
9b82_0,-1,-1,-1,-1,-1,-1
9cpp_0,143,63,-1,156,68,-1
9cfe_0,143,63,-1,156,68,-1
9cpp_1,-1,-1,-1,-1,-1,-1
9cpr_0,-1,-1,-1,-1,-1,-1
9cpr_1,-1,-1,-1,-1,-1,-1
9cps_0,-1,-1,-1,-1,-1,-1
9cps_1,-1,-1,-1,-1,-1,-1
9cpt_0,-1,-1,-1,-1,-1,-1
9cpt_1,-1,-1,-1,-1,-1,-1
9cpv_0,-1,-1,-1,-1,-1,-1
9cpv_1,-1,-1,-1,-1,-1,-1
9cpy_0,-1,-1,-1,-1,-1,-1
9cpy_1,-1,-1,-1,-1,-1,-1
9fc2_0,-1,-1,-1,-1,-1,-1
9fgs_0,-1,-1,-1,-1,-1,-1
9iqp_0,-1,-1,-1,-1,-1,-1
9j66_0,-1,-1,-1,-1,-1,-1
9kvd_0,-1,-1,-1,-1,-1,-1
9kvd_1,-1,-1,-1,-1,-1,-1
9kvd_2,-1,-1,-1,-1,-1,-1
9kve_0,-1,-1,-1,-1,-1,-1
9kve_1,-1,-1,-1,-1,-1,-1
9kve_2,-1,-1,-1,-1,-1,-1
9lae_0,-1,-1,-1,-1,-1,-1
9lae_1,-1,-1,-1,-1,-1,-1
7yzk_1,-1,-1,-1,-1,-1,-1
7yzi_1,-1,-1,-1,-1,-1,-1
7yz9_0,-1,-1,-1,-1,-1,-1
7vgr_0,-1,-1,-1,-1,-1,-1
7vgs_0,-1,-1,-1,-1,-1,-1
9ctu_0,-1,-1,-1,-1,-1,-1
9ctw_0,-1,-1,-1,-1,-1,-1
7rbt_0,-1,-1,-1,-1,-1,-1
6xox_0,-1,-1,-1,-1,-1,-1
7ra3_0,-1,-1,-1,-1,-1,-1
7rg9_0,-1,-1,-1,-1,-1,-1
7rgp_0,-1,-1,-1,-1,-1,-1
2dd8_0,-1,-1,-1,-1,-1,-1
2ghw_0,-1,-1,-1,-1,-1,-1
3bgf_0,-1,-1,-1,-1,-1,-1
6nb6_1,-1,-1,-1,-1,-1,-1
6nb7_0,-1,-1,-1,-1,-1,-1
6waq_1,-1,-1,-1,-1,-1,-1
7akj_0,-1,-1,-1,-1,-1,-1
7rks_1,-1,-1,-1,-1,-1,-1
7wr9_0,-1,-1,-1,-1,-1,-1
7x2j_0,-1,-1,-1,-1,-1,-1
7x7v_0,-1,-1,-1,-1,-1,-1
7x7v_1,-1,-1,-1,-1,-1,-1
7x7v_2,-1,-1,-1,-1,-1,-1
7y3n_0,-1,-1,-1,-1,-1,-1
8kdt_0,-1,-1,-1,-1,-1,-1
7sp9_0,-1,-1,-1,-1,-1,-1
7sp9_1,-1,-1,-1,-1,-1,-1
7spa_0,-1,-1,-1,-1,-1,-1
7spa_1,-1,-1,-1,-1,-1,-1
4rau_0,-1,-1,-1,-1,-1,-1
7ly9_3,-1,-1,-1,-1,-1,-1
4nc2_0,-1,-1,-1,-1,-1,-1
6oq5_0,-1,-1,-1,-1,-1,-1
6oq5_1,-1,-1,-1,-1,-1,-1
6oq5_2,-1,-1,-1,-1,-1,-1
6oq6_0,-1,-1,-1,-1,-1,-1
6oq7_0,-1,-1,-1,-1,-1,-1
7czp_1,-1,-1,-1,-1,-1,-1
7czq_1,-1,-1,-1,157,69,-1
7czr_0,-1,-1,-1,157,69,-1
7czt_1,-1,-1,-1,-1,-1,-1
7czu_0,-1,-1,-1,-1,-1,-1
7czw_0,-1,-1,-1,-1,-1,-1
7czx_1,-1,-1,-1,-1,-1,-1
7czy_0,-1,-1,-1,-1,-1,-1
7d00_1,-1,-1,-1,-1,-1,-1
7d03_0,-1,-1,-1,-1,-1,-1
7d0b_0,-1,-1,-1,-1,-1,-1
7d0c_1,-1,-1,-1,-1,-1,-1
7d0d_1,-1,-1,-1,-1,-1,-1
7l7r_0,-1,-1,-1,-1,-1,-1
7l7r_1,-1,-1,-1,-1,-1,-1
7ejz_0,-1,-1,-1,-1,-1,-1
7r8b_0,-1,-1,-1,-1,-1,-1
6k68_0,-1,-1,-1,-1,-1,-1
6rnk_0,-1,-1,-1,-1,-1,-1
6z10_0,-1,-1,-1,-1,-1,-1
2nyy_0,144,-1,-1,158,-1,-1
2nz9_1,144,-1,-1,158,-1,-1
7lzp_0,-1,-1,-1,-1,-1,-1
7lzp_1,-1,-1,-1,-1,-1,-1
7lzp_2,-1,-1,-1,-1,-1,-1
7lzp_3,-1,-1,-1,-1,-1,-1
7lzp_4,-1,-1,-1,-1,-1,-1
7lzp_5,-1,-1,-1,-1,-1,-1
7m1h_0,-1,-1,-1,-1,-1,-1
7m1h_1,-1,-1,-1,-1,-1,-1
7m1h_2,-1,-1,-1,-1,-1,-1
7m1h_3,-1,-1,-1,-1,-1,-1
7m1h_4,-1,-1,-1,-1,-1,-1
7m1h_5,-1,-1,-1,-1,-1,-1
6pv8_0,-1,-1,-1,-1,-1,-1
6pv7_1,-1,-1,-1,-1,-1,-1
6nfj_1,-1,-1,-1,-1,-1,-1
7oan_0,-1,-1,-1,-1,-1,-1
6oe4_0,-1,-1,-1,-1,-1,-1
8wz4_0,-1,-1,-1,-1,-1,-1
7q9f_0,-1,-1,-1,-1,-1,-1
1mhp_1,-1,-1,-1,-1,-1,-1
2b2x_0,-1,-1,-1,-1,-1,-1
7bsc_0,-1,-1,-1,-1,-1,-1
6bpa_1,-1,-1,-1,-1,-1,-1
6bpc_0,145,64,-1,159,70,-1
6bpe_2,145,64,-1,159,70,-1
6wm9_0,-1,-1,-1,-1,-1,-1
6wn1_1,-1,-1,-1,-1,-1,-1
6wno_0,-1,-1,-1,-1,-1,-1
6woz_3,-1,-1,-1,-1,-1,-1
6wqo_0,-1,-1,-1,-1,-1,-1
6wtv_1,146,-1,-1,160,-1,-1
6wtu_2,146,-1,-1,160,-1,-1
6wty_3,-1,-1,-1,-1,-1,-1
6orn_0,-1,-1,-1,-1,-1,-1
6oro_0,-1,-1,-1,-1,-1,-1
6orp_0,-1,-1,-1,-1,-1,-1
6orq_2,-1,-1,-1,-1,-1,-1
6udk_0,-1,-1,-1,-1,-1,-1
6udk_1,-1,-1,-1,-1,-1,-1
6udk_2,-1,-1,-1,-1,-1,-1
6udk_3,-1,-1,-1,-1,-1,-1
6udk_4,-1,-1,-1,-1,-1,-1
6udk_5,-1,-1,-1,-1,-1,-1
1ztx_0,-1,-1,-1,-1,-1,-1
3iyw_0,-1,-1,-1,-1,-1,-1
6ute_0,-1,-1,-1,-1,-1,-1
3rkd_1,-1,-1,-1,-1,-1,-1
4plk_0,-1,-1,-1,-1,-1,-1
9iy2_0,-1,-1,-1,-1,-1,-1
9iy2_1,-1,-1,-1,-1,-1,-1
9iy2_2,-1,-1,-1,-1,-1,-1
9iy2_3,-1,-1,-1,-1,-1,-1
6e3y_0,-1,-1,-1,-1,-1,-1
3sn6_0,-1,-1,-1,-1,-1,-1
5uz7_0,-1,-1,-1,-1,-1,-1
5vai_0,-1,-1,-1,-1,-1,-1
6b3j_0,-1,-1,-1,-1,-1,-1
6k41_0,-1,-1,-1,-1,-1,-1
6nbh_0,-1,-1,-1,-1,-1,-1
6lmk_0,-1,-1,-1,-1,-1,-1
6nbf_0,-1,-1,-1,-1,-1,-1
6nbi_0,-1,-1,-1,-1,-1,-1
6li3_0,-1,-1,-1,-1,-1,-1
6niy_0,-1,-1,-1,-1,-1,-1
6oij_0,147,65,-1,161,71,-1
6oik_0,147,65,-1,161,71,-1
6os9_0,147,65,-1,161,71,-1
6x1a_0,-1,-1,-1,-1,-1,-1
6x19_0,-1,-1,-1,-1,-1,-1
6p9y_0,-1,-1,-1,-1,-1,-1
6pb1_0,-1,-1,-1,-1,-1,-1
6pb0_0,-1,-1,-1,-1,-1,-1
6xox_1,-1,-1,-1,-1,-1,-1
6vn7_0,-1,-1,-1,-1,-1,-1
6uva_0,-1,-1,-1,-1,-1,-1
6vcb_0,-1,-1,-1,-1,-1,-1
6uun_0,-1,-1,-1,-1,-1,-1
6uus_0,-1,-1,-1,-1,-1,-1
6x18_0,-1,-1,-1,-1,-1,-1
6wi9_0,-1,-1,-1,-1,-1,-1
